Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2598499999.9999995,3138500000.000005,2509999999.999996,2992333333.3333254,3405333333.3333316,3663333333.333324,3980000000.0000024,4029999999.999997,4619000000.000007,5329333333.333323,4881241154,5368252931.722034,6330207872.146467,8476196708.444201,10017559256.680538,10850471821.713924,12004044659.683882,14183371444.671762,17783092627,21880251491.742123,25686086741.758537,26038334219.57272,27442742077.964558,29159559073.57799,30409864799.790615,29413255609.159996,32225077925,37741335344.93479,43012913973.295334,47365752884.14399,56294040049.27996,61353499150.45756,70835770836.55466,75752824760,84304348480.96912,104892955202.07191,114505860826.5188,118859377862.81697,1.20057E+11,120922937410.9228,136035771711.67188,134635822098.57976,125060622862.93187,131299915899.95818,139973148371.26324,147083996033.6032,158670456932.5368,184052121662.08212,220531065217.3913,211970040942.96017,238364092298.02338,266791854430.89667,262282344091.84937,297732778479.1295,314330061977.26355,303414276832.0401,322102790386.8353,358245427458.5412,376691526553.2764,402470513619.14777,413267669231.5223,488526545878.8905,525002447652.7728
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,40385288344.19117,44842760293.192406,50383891898.99114,57710743059.834175,63175417019.009476,67978153850.51908,73654870011.27577,81133120065,87942231678.35056,97085082807.37508,113395315985.13016,124672365792.75887,145260039840.63705,175492055795.41678,199564489431.3777,227695851126.92804,224717278436.84607,257596313364.05496,315058323066.39264,393677161500.8162,477256775943.92975,430702851303.01447,427272645669.29047,443042373788.8832,437887689001.54297,452217492140.7562,640386352773.0863,805713128174.4862,8.91609E+11,928661332204.3474,1181222653522.9512,1246220156079.288,1320161644933.232,1064958075550.6312,1099216688280.5016,1174662070605.0186,1312426527795.2097,1241879604365.618,1270052525928.3984,1252446659833.7908,1146676894209.7295,1168023426056.3806,1.27677E+12,1577621707050.5107,1806542968545.5586,1858217147203.7327,1949551719389.6387,2213102482751.4614,2408655348718.5874,2199928804118.6294,2136099955236.6716,2294994296589.498,2086957656821.5996,2141924094298.5596,2162009615996.542,1836637711060.5486,1877071687633.7822,1961796197354.3582,2091932426266.9802,2011302198827.4463,1897461635591.912,2155360298998.028,2049737165407.977
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,699064380.3742474,748043500.7826002,777727688.9089235,826706669.3173332,897949000.8203989,972159611.1361569,1096759561.2961805,1148014310.8255017,1083839132.9286885,1191239047.0087602,1404720441.8881798,1539861815.8938107,1875146587.4442978,1905917553,2375122375.122383,2860442750.442746,2966042856.0428624,3249733139.7331376,2644527821.5301137,2425064229.0418367,2679379371.5126114,2979027966.453727,3293496311.930927,3619262277.4771247,2373564549.493199,2100239018.8246706,2754549581.924089,3287007321.566994,3828342820.3494062,4404937853.394517,4592208086.6923485,4106207649.055474,3535460089.807189,5440075675.740664,5452558947.030445,6577520642.822962,7393891920.803574,8400041723.548617,8787195622.435013,8887057997.362268,9005064474.930025,9194727831.073189,9719009494.847784,9430234810.785849,10174664853.947596,11243865777.713112,11930179089.885511,12799600047.184483,13709401520.032585,12120458114.831795,13220549908.249386,14444661522.146307,14807086555.528305,14264205152.612608,13899217721.68181,14188936958.434275,14077096714.127924,14808985171,15730792835.581112,15830766570.726618,13812421803.408415,14657586127.033094,17097760723.920086
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,401958595.4209509,434330977.1866734,469697084.2040685,505475139.9044598,555635673.3053021,599759760.0960971,657999736.8,631679747.3281003,561119775.5520892,698879720.4481127,639519744.1921009,678159728.7361095,788479684.6081254,943783839.7180537,1197483948.6854696,1363073497.7735481,1708521219.4600308,2096778602.1678503,2602208588.957055,3271368780.6534686,3910044474.280438,4383944702.859583,4681240992.703376,4920692190.9556875,4967162160.404727,4993601520.430796,6402050484.904241,6756209762.482319,6277451829.053249,4221373673.804676,4160087507.8347197,4344467193.250954,5310833193.590049,5606400221.692696,6236295978.245317,6727597031.963459,6927503526.093081,7245839210.155163,7912270803.9492235,8149929478.1382065,8460789845,8975814652.819593,9582510578.279257,10195627644.56981,11411706629.054981,12588998589.56279,15056981664.315905,17110437235.542984,22658715989.33024,24537876056.338036,27133804225.352127,29524149154.929596,31634561690.14083,34454440140.84512,36847643521.12687,38587017887.32391,39892551126.76064,41608435915.49296,43370860704.225395,44502816901.40853,43700383098.59159,46296100140.84506,48653381780.63968
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,44307342950.39997,53508617739.37784,60723018684,69498131797.33328,81749006381.51103,90950278257.77777,105628070343.11104,123781880217.5998,146601072685.51074,172204199480.88873,217223652719.44437,245364056622.36295,324933841268.58514,441460582535.92065,490035789970.2996,532861438884.72485,598883902155.6046,737069290927.7124,1035611588216.5894,1077910077676.3685,1129377244854.0417,1245221410764.1504,1158731426905.8484,1270859919742.9014,1345824500836.762,1427019759717.4087,2120083812109.9067,2580748422781.0933,3125724434400.7905,3109455047823.9297,3185904656663.8447,3648065760648.876,3980702922117.654,4536940479038.254,4998797547740.973,5545563663889.691,4923391533851.632,4492448605638.946,4098362709531.2437,4635982224063.886,4968359075956.592,4374711694090.8716,4182846045873.6147,4519561645253.523,4893116005656.5625,4831467035389.808,4601663122649.923,4579750920354.815,5106679115127.296,5289493117993.881,5759071769013.119,6233147172341.352,6272362996105.022,5212328181166.176,4896994405353.282,4444930651964.1875,5003677627544.246,4.93084E+12,5040880939324.852,5117993853016.514,5048789595589.423,5005536736792.293,4232173916086.6636
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,2242037802.2655687,2041168863,1931330945.8403106,2346734068.8626432,2625022798.452649,2405917975.395864,2535445216.2393856,2638973850,2802470736.5532355,3106443856.3827205,3151305814.1807504,3630999240.920258,4193677018.5465345,5122406470.128235,9143537516.849377,9705152253,10757307954.260262,12233658236.393793,13709846154.402359,18482756040.543198,23020893841.533535,21770252884.37734,19894504217.52696,18318785774.15113,18050270458.979324,17728674945.420437,19208265784.953796,30625342090.70083,27318075550.867874,19750553043.458042,26932016269.610725,24923076923.076862,24917355371.900814,23409260879.942684,21250792886.105377,20374302652.38191,21035357936.879597,22165932062.966034,22135245507.36564,16870817181.779917,18291990662.035587,22152689179.881523,24636598527.443676,30833692900,43151647002.60961,57123671733.895256,81003864630,104849915058.37611,133441648851.98195,115308686941.38019,148047348240.64297,192626464617.07092,207998568865.78882,236634603409.08878,221415613595.46936,184388404706.04205,137278320084.17096,166805788827.23322,179339977690.48514,181667184854.50104,171082365861.42303,197112255360.61212,225496328925.49362
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,791265459.4938167,792959472.8162118,868111400.7554388,926589349.3642601,998759334.4962646,997919320.8322724,1164519674.1921318,1232559506.9762018,1353295458.6818213,1458379416.648232,1603447358.6210623,1778391288.643481,2107279157.0883367,2509001324.345914,2969958812.016479,3259345083,3474542391.699922,4494378764.320109,5303735110.551517,6234391113,7265315820.207779,6854491705.883772,6431579356.959261,5979198313.760927,6191437070.184106,6135034213.789976,7239126568.140925,7970820369.294895,8355380879,8283114514.170823,8572359038.169568,8151488783,8209120763.049536,5751786643,7148148564.042381,9046320255.405056,12045865396.132294,13115764358.284578,14093998843.733412,12896010459.37112,12705350097.804415,12986007425.878109,13147736898.517618,14904517649.847574,16095337093.836626,18737895512.737778,25825512284.28908,31958195182.240574,35895153327.84974,42347217912.91768,45405615063.75502,46869473150.609955,56396704671.57765,61671440407.83862,68285796514.28956,70120446896.83588,74815144163.89311,82036510877.25987,92202979985.28627,100378436207.37111,100657505750.54486,109703658904.99416,113420008178.79303
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,133606371.01288365,136847962.99586645,141519181.14898682,147489033.97877365,173696544.0127624,197396929.1048825,199144624.97213152,224127780.2305659,241338350.01327062,250660761.3420766,262811436.2238202,282873440.83315253,325259938.3946725,396839178.1372758,486161686.91559124,634957232.5351593,681813381.4225304,776419384.3660594,839700530.5877392,975933497.9726799,1133910434.9639373,1136937018.829889,1083230788.2697842,1096436089.3991225,1063071800.9138399,1081942598.5605395,1326458023.7269633,1511722401.083932,1640748325.7090003,1648871175.3683715,2674999999.999996,2569444444.444442,2316562500.000003,2028295454.545452,1681006993.006988,1661018518.5185225,1827570586.1678383,1767864035.719432,1645963749.8314607,1249061487.0145686,1369688498.0677798,1525116370.2793927,1605643104.7302098,1919008090.496411,2211534585.003403,2460246766.414009,2834168889.4201875,3802570552.5610447,5139958909.179364,4690061380.602531,4794361863,6197765984.284684,6605142884.362143,7335033800.5905695,7468102412.682367,6678177511.663132,6813095379.118695,7702938379.420358,8271106235.415519,9371275264.367355,8270468614,9249133946.265308,11543966558.841988
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,637142865.7142854,642857134.2857146,660000008.5714296,728571437.1428565,782857128.5714291,868571428.5714277,914285714.2857146,962857134.2857128,1065714248.5714287,978873232.3943654,718401157.7241621,969911421.3941785,505549441.3750762,702899156,588443893.6897726,1513739498,1293782047.4752626,1370086817.462372,1609710868.7755525,1945925663.2077038,1744518061.375152,1810136422.035388,1776274931.9954612,1842242329.7932682,1736541291.3480866,1776732722.6552386,2084326619.1155114,2278146019.408792,2498133816.337647,2606445702.158438,4248880952.536091,3420555524.3785405,2243051835.678364,2533727592.041647,2791435272.266535,3441205692.916602,3506695719.5725846,3443413388.6569614,3120425502.662412,3517242477.2548037,3654031716.398551,3984000517.074415,4284028482.5121284,4658246918.321193,5337833248.014338,6293046161.759325,7274595706.574057,8639235912.590784,10351914177.483889,10401851767.708284,11242275287.581003,12829541141.062021,14054443213.488688,15227991395.120722,16702610842.352903,18049954289.472073,20016747857.636684,22177200588.182568,24571753583.393486,27089390032.798008,25872797891.766403,26961061151.733685,29504829319.316864
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,12511308.745456543,12741191.198059527,13250055.506069286,13443946.40381456,14427915.559852378,14674531.444686191,15582423.371465594,18557007.86365298,18069697.860202983,19240576.899968334,14295279.544693705,15278632.47863252,18936526.95,31710657.725781158,85637174.37221299,55083908.14679438,41110421.32071506,38746985.279849134,45212147.989089675,42618212.221438445,42129522.09181057,43667369.558097765,40573588.825222135,37837326.522614576,42123036.123136155,32125260.581257675,31417658.328286454,35709784.48094782,44534450.91365936,44282882.21465023,42933296.488758884,47516817.83765757,47736272.51683245,46920900.88129683,54834542.25220818,56336650.030058526,66517302.71554928,67538482.09116958,65333691.83102693,69034484.98,67253121.61741443,63099901.62621886,72197909.00936288,90231037.53,102370652.8837611,112136256.34129119,110237181.02702388,132674851.3897072,141045213.04704484,132421039.33195488,155305602.21032012,180672702.31045392,189629954.82506192,184543120.91697288,177868200.03912187,170292316.8230552,178507954.86814716,188540710.2313227,196501525.68865183,175181629.28647497,177553274.58476314,227610079.14520833,223353014.29459292
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,12366635.750077317,12483302.13,12541635.312578408,12833301.25008022,13416633.12508391,13593932.32205369,14469078.17969659,16742338.251986377,14599999.999999976,15849999.999999996,16299999.999999989,19624746.450304333,22944849.12,24196018.376722842,31514856.307842214,33364055.3,30095602.29445505,44496296.296296224,49433333.33333336,58840740.74074071,68459259.25925939,80888888.88888894,86022222.22222215,86874074.07407396,98603703.70370379,111007407.40740697,130685185.18518487,147748148.14814806,172692592.59259316,192518518.51851815,217259259.2592593,220540740.74074095,242137037.03703684,263755555.55555594,295159259.2592593,313485185.18518543,333944444.44444346,374641307.97464055,383257331.4054801,406595484.3732617,421695769.8439174,458643829.01419824,481077373.6699654,469869869.8698702,506899999.99999946,547203703.7,644414814.8148152,689285185.1851842,777691333.3333338,774273111.1111112,778718518.5185167,836092592.5925939,825381481.4814813,874896296.2962947,953166666.6666662,957025925.9259243,1007348148.1481502,1058366666.6666716,1076240740.7407398,1107155555.5555604,883933333.3333331,858592592.5925907,965638864.9218667
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,3958811881.188114,2417628736.5265493,2814615385,3988461538.4615335,3459019942.7907844,3120861498.914422,3929055143.502105,4855892445.826823,6119394892.371096,7678698837.593467,9005144969.116653,9903571248.532665,10862211760.825195,13876472208.267786,19543973941.368126,21784297520.661163,29902479338.843033,38446487603.305824,51972107438.016464,66946900826.44637,65398377597.510796,72933533012,78358416171.48895,87760553261.92787,97510744119.11617,101296177099.37692,116836246284.83203,147948709376.43405,199591287824.7767,246928837311.40634,283365844161.09235,330647042837.3338,355524903068.05634,392665710525.41046,463619823515.16437,566581003128.2046,610167053824.0072,5.69755E+11,383331833681.82104,497514040642.2619,576179387819.6132,547656279894.58606,627246933729.6189,702714855193.9044,793175561887.0269,934901071332.9854,1053216909887.5616,1172614086539.8606,1047339010225.2511,943941876218.7432,1143672241149.7195,1253289537500.809,1278046536287.0103,1370632955321.202,1484488526271.8022,1466038936206.4282,1499679823909.6118,1623074183501.8994,1725373496825.4285,1651422932447.773,1644312831906.169,1818432106880.0386,1673916469026.5574
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1937824508.8289173,1890402242.5301323,1993223673.327084,2275529545.3176055,2548347600.6085334,2097199161.120343,2391199043.520384,2441599023.3603935,2662798934.880431,2769198892.320435,2873638850.5444555,3880392195.4068785,4450537925.331884,5408804607.312898,13006948296.270512,12022811620.786695,13132252801.937193,14137406740.50652,15503557496.191591,24749063922.479603,28638868355.919575,25058020338.25352,21577153356.41923,20871081080.153828,21700082752.93688,21445970613.759476,17903989745.177998,22368704133.666813,20690322152.89448,24313855653.399277,18427777777.77779,11009993703.147406,19858555214.723866,23941391390.728485,24848483838.383797,27186980646.544838,31492373308.751602,30350190704.436092,25943705784.299572,30122365849.25183,37718743480.07509,34889559870,38135788413.82755,47874582231.588005,59439090600.61079,80798630136.98619,101557330723.42285,114634043361.6921,147379737229.75287,105968691905.41508,115416580892.99991,154079839408.07077,174047996684.95673,174167897908.59296,162650272167.8903,114585576961.43005,1.09406E+11,120687539805.50519,138202535799.91812,136191825724.36395,105948807280.73091,137384258875.55804,175363265306.12216
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,75831574041,80868799836.83316,85097326208.12856,93642036452.59819,103910072941.08412,112100794507.74753,112597771680.59496,119838227007.07541,124529518883.84753,136554775212.0502,169632894879.23514,188396094402.64474,214655114182.97845,264303633020.68314,310861247693.8056,348452772866.9839,365461179355.61176,417614636289.6081,497472466934.8245,603315789567.9374,709597381427.2949,711911614219.3947,702871116911.1464,691344834690.7947,661250346206.3882,692750510417.8242,851475641657.2054,963400873725.4019,1047916713951.5764,8.76429E+11,1034484672147.5411,1095638269672.049,1181416426983.129,1418252033554.7776,1613772281405.5674,1697846829141.4495,1853064187275.0298,2.02189E+12,2038842224327.4602,1810327292197.4375,2002282207830.2815,1952748301924.991,1758576865594.3418,1795413112644.709,2045083492610.1023,2471730285037.0737,2882204938855.3906,3402756410322.0444,3932031090439.4067,3645669594935.5986,4557840753623.708,5320735122195.707,5298047169004.041,5435190412910.426,5456297685293.453,4636644702280.913,4499238665636.1045,5012709868269.071,4870478423342.976,4805258641141.586,4051085288658.4556,5.08695E+12,5844139513999.465
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,204771125.08481738,188895908.15934417,196989106.82498106,202767598.87636733,227871162.29172897,253652108.02520698,245714078.3946819,275368575.11486685,292251731.9636763,299983930.93781835,319775439.78292835,337550577.86960256,386915141.5898307,455685729.67801666,499730249.3,706118667.8,755577132.8599913,825563835.5,937188021.1934663,1020010195.7006874,1106403352.3839161,1103911746.461213,1085983613.5849793,1120924670.093051,1757142855.9183698,2366666615.555558,1776842097.1634283,1087273103.6963897,598961269.2978795,714046821.0937978,865559879.4004058,1028087972.3108517,1127806944.6151307,1327748689.8809404,1543606345.1168377,1763536304.5396404,1873671550.3463583,1747011857.3310728,1280177838.7190478,1454430642.4495878,1731198022.4676325,1768619058.346472,1758176653.0774608,2023324407.284139,2366398119.863209,2735558734.737898,3455031447.601937,4223152219.212656,5446434031.678988,5836138127,7131773632.689472,8750107401.553822,10192848926.258194,11983252626.545187,13279248478.691692,14426381187.089415,15912495368.871687,17071162084.406713,18141651381.388393,18740559554.16319,18981800705.079388,18827148528.993385,15468785203.753227
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,627770646.4767028,646990619.9346306,669850623.4764303,730744933.7258339,771612671.3566145,830180468.5985302,894992712.4403775,967957312.0255164,1061568116.2079036,1158105048.5345118,1304210018.8733873,1422405617.1812334,1575516286.8878307,1892192118.8369858,2164571503.345997,2487395692.025137,2895950603.4019375,3457760041.627426,3970571097.936585,4534257770.383064,5428971284.972125,4524919723,4678367551.128767,5143246491.815496,5612380436.894947,5918136786.961539,5808922975.851788,5844826416.730945,3313540067.9324656,2717998687.7100177,2838485354,4690415092.536628,5843579160.901226,7941744492.235952,9599127050.175583,11718795529,13690217333.58788,15751867489.444588,17247179006,17391056369.226482,17260364842.454407,17649751243.781094,19152238805.970116,20082918739.635204,21159827992.03978,21497336498.839138,22022709851.40962,24827355014.925434,29118916105.472637,35399582928.68991,38443907042.12265,39927125961.52571,44016799515.75456,46880103080.59704,48095213746.60024,49929337836.815926,51147308774.12941,53027680686,54901519155.55565,51605959131.27405,31712128253.79606,23131941556.784306,68007674966.40731
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,145647786.05977058,150119414.85283265,161814546.01841077,174777718.7242027,192869633.05718133,96740020.59137587,102097313.21908224,108002337.78463788,110066129.20512632,116173532.11155516,139506330.9889754,151755699.63088572,158800137.93878666,209673755.92557865,247504554.10640597,283583245.69816506,304646775.5125355,382968030.45141625,451847933.8269587,540190068.8565487,353819477.3534369,361765547,374242886.28681153,415420589.4035976,454759425.4250761,519887839.0578009,601318212.7050904,617944189.4272308,646297692.9746566,659917855.1184021,703580905.4301132,729577603.9290671,599376179.9133599,576052881.0905299,613226169.3590616,669630309.3362722,693466167.8074586,743216540.3724962,749476635.4778986,711507788.2655348,873999999.9999995,905999999.9999999,926999999.9999986,748000000.0000006,897000000.0000002,949000000.0000006,1119000000.0000002,1372999999.999998,1725999999.999999,1768000000.0000005,1997999999.9999983,2398000000.000003,2791613999.9999957,3177198099.9999948,3225651999.9999976,3227075700,3398419599.9999995,3390703400.0000005,3422754799.9999948,3319596500.000003,3039982499.9999967,3509000000.000001,4001046969.9999976
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1413755428.914515,1393383768.900542,1390084783.600069,1531805826.3992016,1746009377.258614,1434944572.1881516,1527333220.9923275,1593602833.088146,1688861318.793515,1862270852.9704325,2103291339.5350246,2304182081.630101,2840790912.1334915,3445296144.879939,4387060803.272394,4910874068.586284,5173669544.903256,5876097249.138642,6647441820,7783038253.2155075,9233016934.266352,8989107020.526669,9002481284,9068371138.233484,8820780937.507765,8917239979.080883,9892593907.424908,11140075038,11997236018.97838,12365244230.865534,28904164239.30381,31991785107.457825,33887005288.28919,30660029871.183346,28610532505.232082,25541383196.718365,27884630117.888653,30700890193.419254,27251275902.700714,35975878804.29491,38270983031.70003,34112079628.75715,20481889763.77951,26265625000.000023,33122307692.30774,47334697612.43075,60094248771.56504,68032985519.100105,86710739535.87572,60808538331.58755,75380800665.20297,48169243832.05025,92540964666.64644,75351117629.35916,57372352561.987465,48717506273.43985,49912085228.28863,67157451661.404945,76686048497.48024,69254143966.81822,46808208746.08391,39798423941.03352,45752336035.984665
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,23611006.678689394,24302895.898423932,26718368.78114167,29066550.202708237,31679841.55721863,33828787.75667841,47268695.05032568,50012087.772822976,47479586.44999832,50889666.06848703,56624556.242047906,62055206.71638317,67301897.30932052,86573701.33952013,111306918.6268698,124648551.1892802,113108659.5639002,104838898.5212756,122718474.67148657,145258675.9060254,170370370.37036976,194444444.44444418,183333333.33333278,197037037.03703716,251481481.48148122,284444444.4444441,340000000.0000006,375555555.5555566,429629629.6296307,486666666.6666663,579629629.6296299,613703703.7,674074074.0740751,684814814.8148146,713703703.7037028,762962963,788888888.8888876,805925925.9259248,877407407.4,921851851.8518518,932592592.5925908,892592592.5925924,900000000.0000005,987407407.4074085,1066666666.6666696,1135555555.5555596,1268319185.185188,1336088814.8148112,1437731111.111111,1401507888.8888886,1482385185.185192,1568370370,1598207407.4074116,1660222222.2222216,1749288888.8888874,1807225925.9259276,1865459259.2592573,1996711111.1111088,2057066667,2102534000.0000012,1604444444.4444413,1961111111.1111126,2343703703.703698
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,94124089113.95924,99812561039.70473,102510500501.21149,112924904611.11755,125423599574.68504,135111983475.24252,131590051396.66017,140356157956.8314,145972827108.02255,160686991050.90555,172030230992.7577,1.91228E+11,218208330097.12524,269879337945.7763,317600492696.6701,355425895875.2555,373658870048.49805,427240347561.4672,5.08675E+11,615432470083.2864,720263211324.7521,7.19309E+11,710374564092.5613,699493500284.4309,668918394406.3203,699756108010.3431,864302236748.3549,978748677789.1714,1061424165098.5082,1007484991031.2104,1179293266842.221,1254808462964.4414,1361272001640.8608,1606771008563.3606,1815898071015.4902,1941652491765.7769,2100974971730.1116,2303279560276.5522,2331584223993.1074,2107165054124.0896,2326883040769.798,2282895964858.3325,2053065187772.798,2092028240998.6304,2405435175136.4033,2902949778310.0884,3396739151882.847,3998414040764.934,4643116909844.468,4358132853812.8027,5396773607490.709,6.13758E+12,6209205490292.943,6360884125593.483,6.48221E+12,5420470092541.418,5285689128986.343,5866303818641.233,5742577449796.093,5660897574206.237,4809518812031.753,5995774379433.375,6820032324993.666
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,14918468998.40034,15795096318.470516,16736237240.01605,17949185976.385036,19599598029.390137,21503852138.231426,23287047149.63397,24317590892.796764,25745501576.091976,28651343540.140686,33452870528.813328,34260724321.470898,37522239334.07482,44815847903.090256,57132614573.869606,64544244720.66169,70876503255.42668,78403410921.64784,88479986998.78563,105067662111.40598,112888082931.81706,116475545979.98488,112681178010.26497,1.09772E+11,113988334151.79817,115954318033.58592,126121631945.49913,138198740171.69623,153404128967.7801,165281915664.67526,191700221019.7052,207486467511.03513,161258953884.96875,166794343741.09372,163106146450.1298,166675597653.15994,173798483948.87677,181955024475.10175,187595868002.95996,193590683032.32086,220650315175.58072,213689697965.39288,233169558376.51703,263419418524.09637,302219868424.6916,356805256784.2692,414976972688.4006,500118873074.1151,613537848135.4337,6.1727E+11,705877336753.2019,811307983326.8514,847933392623.8228,9.171E+11,988639082704.2823,956013882010.1945,998887073702.8641,1115958334438.3699,1092923916582.4291,1153077837159.1016,1162717433015.601,1268104292678.2197,1427108929198.7393
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,6546573389,7100639949.936621,7584111267.311166,8230628303.915928,9044482624.777048,9992015558.686523,10838875943.200457,11824300237.00664,12702926514.413662,13983422789.142277,15836746624.299309,17957296523.94527,20758968021.276443,27568730396.449055,33447225749.26457,37883249781.201126,39524483105.492165,45483179128.48195,52319987704.09057,61793600861.463715,76682148382.43698,82997453337.51152,82568676267.51903,83730930309.21324,87346297180.69684,84825422847.21666,99852067988,115125248936.81183,103206915766.58287,113735924944.87192,141891372925.9602,162495729453.0932,122483564490.08595,132847515557.59677,138938815109.88092,136313224589.60878,141958637066.78406,152262649304.64395,156049750891.01926,158925256222.56192,186809318473.81308,186699196459.14532,201094326991.96634,219463200050.80487,257711816447.65683,308501631340.84595,356636633410.26135,429218011000.89624,514563539430.92224,528452839648.3397,594157764345.5348,432139521562.73236,410092006489.05347,418152247677.7356,450512676609.59644,450746097223.4173,446660010134.8029,494149568958.3486,418173076154.1463,445190704320.83496,438045256308.08905,4.65047E+11,528124562231.91785
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,66483145.54723445,74048684.05678649,78299681.38,85678624.49719378,99203747.54415111,107698059.17394294,122583773.26573594,130389215.44422972,133349257.27245837,157274834.45071074,90099360.84336656,104889795.33384584,124940289.3238198,165928881.5555198,193980464.88210082,246389101.85361275,272489300.4678269,303493119.4807631,436912067.7842877,503173104.3918861,534699362.8961613,511647750.12447554,522096760.2910933,524023624.89054954,502620991.85294414,529073612.4535783,779357802.5000609,1052848995.9710103,1161757671.017562,1119983801.2133791,1421509216.374239,1484160302,1631177029.4506314,1673085244.6879017,1948129622.751318,2428525060.6992717,2504012993.422382,2298389802.8888335,2479699106,2664105901.1886272,2483889858.323124,2491800558.776737,2688618747.3814783,3070803051.4216366,3454373797.744416,3659319116.8805757,4000102086.1463485,4601429897.2146845,5081479840.087164,4504375348.070386,5082337238.447179,5739706005,5456102482.2861395,6391708310.677267,6657526979.722767,6268515276.174413,6237302033.501309,6474308717.852882,6692620691.841449,6436467007.119314,6405870210.322936,7710380086,8243831289.292843
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1409873949.5798323,1444327731.092441,1434156378.6008213,1240672269,1309747899,1698319327.731088,1751470588.2352917,1859465020.576132,1801344537.8151326,1965546218.4873877,2296470588.2352886,2369308600.3372674,2553936348.4087143,2875625000.000001,3574586466.1654058,3791298145.5064235,3591319857,4104509582.8635945,2733183856.5022364,3364611432.241492,4024621899.5765314,4415844155.844155,4768765016.818846,5167913302.167441,6043474842.767281,5978460972.017674,6405210563.882946,6682167119.565212,6978371581.263741,6987267683.772531,8032551173.240135,9000362582,9703011635.865837,10338679635.76161,11717604208.82229,13029697560.975597,13897738375.248781,15091913883.709091,15794972847.168272,15656327859.569622,16330814179.976583,15749753805,16536535647.083387,18881765437.215088,20662525941.29853,24405791044.77607,28279802405.91377,32350238760.423943,40713826215.00937,42066224093.00647,58636161081.71194,67753284043.92827,70447216891.33661,77000578167.35289,82528535713.92593,85140955389,88012282206,94376237797,94493871200.78685,89014978344,84440516486.11002,88548049121.49725,74403578363.43558
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,88053021489.11781,93212358127.16924,94672762190.67578,105240694239.80617,118195775046.4219,127438148871.20421,117110879145.82219,125204727481.12117,133817854435.88809,148467779997.6842,164142405816.01184,173330985944.35098,187947439455.4148,229149534328.27408,300323775420.4604,331387675465.5994,365319354343.58124,416388468757.8557,459139973438.4326,537960364564.1956,6.42109E+11,774657940569.4436,795792603863.1617,794874058175.6312,778978246242.9385,835565991407.6614,900871408689.7947,884278445847.6921,895045529550.5574,881105688310.5743,944173906354.8087,887480485838.6204,918834825591.4882,9.21359E+11,1001071230831.2817,1177953044123.602,1340432344565.8518,1396543994766.3188,1413627722439.9514,1312209465423.129,1377689290058.748,1414796686586.8308,1489796027234.0403,1703311379683.1619,1987707039182.1807,2315096942200.1816,2718604742250.137,3355447329844.199,3782293203145.025,3812693386838.0957,4566635008993.328,5212391795444.295,5492168076118.952,5604827492999.406,5896070873618.917,5746408702559.696,6004441275215.161,6457236621675.618,6612134450126.968,6.88414E+12,6618962128022.989,7595602780154.054,8171521483867.5625
