Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,154531117498.84705,155127329777.04684,158343678297.94504,176591740764.4333,202562423066.15707,225488669971.22668,251973597080.54346,273161617537.02084,301107124936.3294,346736994547.5305,413453241726.7417,458922270374.2296,569888244632.6902,7.51254E+11,865270508011.0972,946981108642.5088,1041522827811.5792,1241411064805.2395,1638378937430.2788,1789114467940.6577,1956050522366.8484,2.12269E+12,2066221743484.4485,2190091680061.6414,2.3176E+12,2388199816977.651,3123521291594.498,3722067437665.054,4504813026702.215,4699843182590.998,4825135527454.879,5442893719943.355,5983315055353.081,6794132980257.283,7404462060278.972,8407703049147.351,8101522614539.102,7743791381646.719,6931652345852.657,7743499881489.518,8377349540465.235,7789508076035.074,7912757790984.263,8702207399274.622,9758433473126.785,10411317309554.783,11034808224299.41,12331154735962.693,14220141864723.508,14630626964216.494,17078044883355.28,19796911407672.434,21174153362040.58,21411260037373.03,22089565874969.266,21995286337605.63,22775818467016.883,24329068203247.42,26487849774769.496,27032674446875.723,27148447173104.188,31112165534854.582,30688235798301.008
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,44846451518.93848,48471846680.72076,52601901074.28604,59515256144.27622,67156789910.452896,72168772562.40895,65867798873.49301,72494816439.27248,45936599766.80671,50509648767.22355,56571239288.84326,64921368125.69615,75146000395.02682,96051469314.00357,164267987887.90533,180324322644.45316,214465845261.26138,248550539937.80637,272135995804.29022,348638286925.24615,451735993428.7173,469714963172.11914,462899407919.47015,462117112727.27124,468482549272.3489,480371822067.1712,487601083581.59375,492716549184.99634,850630595097.8234,820691714108.6792,879067803641.8617,859564888121.9941,791014140633.3522,785265792624.0128,674045599737.3022,721536976115.3542,729341592559.4193,761417341296.3763,705490152949.6946,591797663564.3059,662865533121.6259,655068116328.3932,750707740327.6814,947224219829.5636,1256021644137.5183,1589623253702.4395,1.95011E+12,2509469282749.608,3110392920503.2656,2437810906121.282,2953123347551.5903,3670091075706.839,3914682847733.438,4150280509009.237,3845772639012.8335,2921672028195.233,2777844494431.7544,3118391538150.3647,3183375960368.648,3.2506E+12,2991607694833.7217,3580124604033.7905,4129330109662.6655
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,483661577749.25616,506546999449.70636,546902822360.5894,584055419275.0432,631786213864.4491,686531896184.5128,738130953212.5868,794915876429.0527,831525946548.1133,919719196406.6174,1018620304076.3115,1147625624147.8506,1375499419930.6675,1747095591250.9814,1973567780630.543,2307486263779.9834,2397117543413.6416,2716475752925.289,3316315487062.1797,4056001260580.293,4593786019657.151,4088697189096.712,3939796038276.2876,3822429053450.7275,3673631584182.0093,3801763674325.1763,5189099124582.136,6412249080794.945,7136188537844.643,7228867549798.309,8844416306688.154,9129547622124.367,9793519248255.799,9002961946838.432,9.41276E+12,10869124487155.18,11093995531284.807,10522039639341.402,10794675569889.582,10676421794307.496,10065921815731.602,10168292218080.395,11134322383715.602,13534592292253.018,15775499878104.674,16780902188907.016,18167734620079.098,21227695909963.28,23363317725408.273,20544984633327.125,21016244485056.29,2.33055E+13,22453172441445.434,23454504187752.965,23783815080046.48,20480970346558.473,20408422727022.465,21652739213015.277,23188460071899.598,22907909231787.336,22156584402676.926,25312104726364.434,25329956337826.99
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2069464936.5976214,1753850954.8397927,1518207703.8901622,1824343870.413927,2244146103.1834164,2387047395.7025404,2429308638.838003,2553595172.0874343,2582179864.1549306,3112165727.383425,2862503139.003578,2754219271.030815,3185986087.335836,3891754150.237958,6599257044.124144,7731674472.072109,9091921030.173439,11026342618.114092,11922497876.482784,14175160902.072079,17881508242.44813,21810759353.730427,19929846396.423878,17152477036.500483,16912509091.855024,17149088413.350027,15314138472.328215,13945426859.465712,13051881851.406776,13890823704.554491,15239272611.580887,16988535267.633776,18094238119.059498,18938717358.679302,22708673336.66827,24432884442.221104,25226393196.598286,28162053027,27981896948.474167,19645272636.318165,18327764882.441185,24468324000.000034,28548944999.99999,32432857999.999973,36591661000,41507085000.000046,46802044000.00006,51007776999.99998,61762634999.99994,62519686000.00009,69555366999.99997,79276663999.99988,87924543999.99994,95129658999.99997,101726330999.99994,99290380999.99985,99937696000,104295862000.00002,107562007999.99991,108108008999.99985,99291124000.00003,106165866000.00014,115049476000.00005
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,4752073902,5243693476.074889,4696718394.556364,4950365087,5659951702,4948667540.410668,5278005611.914526,5605484298.982746,5932242990.654212,6524455205.811149,8042200452.147713,8609283346.085176,9299638055.842815,10098534613.441116,9228963224.600039,11632178868.917093,13315988083.416088,14400806875.986708,14811704063.068478,18020571428.571426,21669908176.38892,22136081081,27655172413.793125,30966239813.73688,33971188991.614704,39053502251.073135,41253507951.35644,40455616653.57426,34980124929.017624,39756299049.979294,42978914311.350464,37387836490.52835,41855986519.423454,46578631452.58097,51897983392.645325,60159245060.454155,67629716981.13213,78436578171,84828807556.08044,90710704806.84164,99838543960.07643,96684636118.59837,85146067415.73033,80288461538.46147,78782467532.46747,89600665557,107426086956.52205,130437828371.27794,162818181818.18204,189147005444.6458,218983666061.70572,235989672977.6251,279116666666.66693,288434108527.1325,305595408895.2652,329366576819.4068,332441717791.4108,248362771739.12985,262588632526.7297,318678815489.74884,383817841547.09955,424671765455.7038,476747720364.7413
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,244832979621.28625,268965206140.9146,298819073251.1773,335341767111.2995,373024154759.54663,407740569138.29126,444882753309.6214,483418609566.27423,518991679523.8016,579332897735.7621,642618205440.9656,7.28351E+11,879866451210.2112,1142236798783.0085,1295371310379.1096,1501998691902.071,1567495790394.2275,1782978319993.5725,2183345400877.007,2644833842318.663,2962181083319.0347,2574375219647.7427,2492495326231.0674,2431611024346.6465,2332403164199.497,2396184860778.4927,3362907352245.5693,4159431451515.899,4574521460012.743,4672689376253.412,5880688023843.263,6114122875186.211,6745618204470.379,6.17247E+12,6.51562E+12,7515452849974.929,7604358498831.907,6952189647138.434,7149215002406.375,7.11621E+12,6.4955E+12,6596320042254.548,7199933607614.258,8862289873827.475,10160380132192.418,10523534336511.883,1.1184E+13,12879111927824.62,14158257823443.42,12938506901334.68,12641677890245.32,13637982373543.102,12638197128387.09,13196005019503.303,13510511024317.12,11676028077021.113,11973070933908.092,12680502706640.482,13699182177638.309,13419058235305.791,13097221769307.883,14685961531819.297,14136240266478.791
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,38082021.821728796,38820466.43550758,41513157.12843793,45006203.12891558,49477667.57545258,43975679.03803457,31814508.228386715,33220711.34291608,30866236.171561748,32691027.55160516,37120331.86404555,41537439.49081609,49052602.95655446,59963744.70095857,75001590.02817477,86503166.45896794,81626182.74507543,87517607.02639471,106377687.69796404,137417614.3596133,146159265.79974043,158403813.4811714,162263787.3207011,171790845.76791695,192480267.4241152,214198164.6459083,268590907.0693657,312689304.97657424,360220918.5,390007137.76868665,437388547.68859124,459155140.98086387,477101651.64837617,467872714.75560385,531688311.6883118,578015624.9999998,693535954.1900675,686490090.1401422,745523074.7019497,688918508.9508468,706370815.5844157,752371683.2,729321671.4,870248293.6992029,1109054005.4397092,1098424709.4629316,1211161879.6747997,1317974491.0569086,1380188800.000002,1856695551.2195098,1589515447.1544716,2065001626.016263,1829997175.190478,1937592297.5702949,2005542807.1450799,2054819317.368202,2139154583.5542557,2201208531.7046494,2292415008.094039,2312086668.9715066,1929807974.5839982,2251814786.652259,2623665141.770043
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12072126075.397015,13834300571.484875,16138545209.246027,19074913947.71957,21343844643.734066,24756958694.923794,28721062242.163433,31647119228.198235,31475548481.40949,36038711599.54101,40992995008.31944,46619420359.28147,59132415221.330605,78639525985.15138,97274006345.54355,114777046376.81192,118507184779.90486,132449277108.43413,160599687499.99973,214601955875.0617,232766822928.75433,202807891511.9837,195996754505.5283,170951185614.84888,172102910370.52377,180793463796.47723,251321075204.94162,318747935588.1959,376160409941.43646,414757056921.9958,536558591250.40765,577166174539.6313,630916018202.5032,525075636030.8539,530562634455.3467,614609020549.7736,642588992512.8065,590077272727.2736,6.19215E+11,634907542858.3019,598363313494.9034,627830029412.2052,708756677088.6296,907491523174.1155,1069055675273.7506,1153715822717.512,1260398977831.7605,1474002579820.001,1631863493552.3428,1491472923706.6409,1422108199783.3384,1480710495710.1177,1324750738724.998,1355579535912.5488,1371820537888.6204,1196156971279.6912,1233554967011.6821,1313245330197.651,1421702715218.0376,1394320055129.4092,1278128867875.4907,1445651653604.6294,1417800466262.649
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,566799258.7,607335188.2,641833182.9008127,683583695.5721605,732233918.7669193,770052515.1292071,789569879.8530929,825938866.3073894,856572142.7815253,860464203.3,911004944.9484464,955736582.4042246,1123501874.8414428,1313018391.1355715,1688087156.622673,2036902065.3458393,2177481679.419546,2557093014.849343,3333866355,4110252035.834449,4479218092.084407,4735819884.194907,5069399357,4853014437.227812,4890697875.968294,4817854261.565052,4263489885.5463586,4660696358.379889,4669629102.441363,4656112844.615773,5319759065.092723,5544180938.518533,5762748122.344619,5523331213.856152,5173122382.900393,4502970889.0637245,4786018988.164911,5154420649.233543,5674080542.8857565,5756912265.758084,5686579747.535245,6254649538.984876,7367975887.727236,9874013098.464334,12145911801.242182,14106790200.223913,17022870405.218874,22449129482.617012,24341678628.973186,19633031397.61038,19523477325.623493,23213994093.463078,23019150071.18673,25115753366.111385,26634083965.098656,22890762090.150795,24072829276.774426,26924385103.06592,30624720196.228996,31081901909.215622,31370395572.765774,37191166151.97999,38100812958.51962
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,786375491.5,833325975.8401481,902349787.4759438,988033181.6998651,1076546441.8958008,1168066177.0920372,1285798076.253405,1284858892.4848628,1344339308.264468,1495762943.2786045,1660729672.9048095,1846214203.1168861,1949261189.1535835,2412294723.141315,2654065619.886964,2824174253,2938233838.5397406,3430649707.8214245,4022058200.5817804,4588462620,5387864777.159605,7324903188.405794,7707678019.323663,8567890821.256024,8096302367.149747,9480840483,9848600869.565207,10527338647.343012,10908935748.792303,11476584879.227098,12175166763.28501,13463868357.487911,10492993077.609318,8830712713.907804,6927950564.556559,7663984567.901237,8547939730.623739,8589233860.177224,7818205592.924278,7700833482,8242349617.863799,8231326016.474935,7850809498,8623691300,10131187261.442104,12401139453.973816,15280861834.602392,19707616772.799587,27066912635.222847,32437389116.03794,29933790334.341774,31952763089.329983,43310721414.082924,47648276605.01234,55612228233.517876,64589328550.59524,74296745207.87209,81770886825.60472,84269196625.87837,95912607722.30305,107657734392.44608,111261882958.42612,126783471597.67079
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,374494245563.40015,399226924428.7563,435680309341.50964,473837275192.1028,517816876010.9809,563862594341.8604,6.16821E+11,661087274561.2734,716544255787.9979,787438555538.9397,7.25882E+11,820757859994.2915,990362172790.3488,1281934381027.1406,1451653955755.5605,1.69076E+12,1769935318587.3823,2004765804618.2534,2442533896219.614,2952640055239.0312,3302959936728.8955,2879790705886.4365,2777190076954.5073,2701887970990.395,2603220591295.782,2677481057422.584,3743790443177.2627,4630939521325.743,5.08394E+12,5193045049320.922,6497764960998.874,6.73592E+12,7406346647462.817,6761164498941.433,7.16193E+12,8295832183149.512,8431354015024.832,7733772686274.627,7969828384040.831,7.92588E+12,7.27639E+12,7.39361E+12,8083519004561.536,9932133486284.797,11418900352971.107,11910068707011.68,12712635610430.107,14727519982190.607,16295383915395.195,14762732184092.908,14556037351406.02,15765045684120.121,14641507897977.115,15294695568086.979,1.56512E+13,1.35537E+13,13888512857169.016,14765543450855.021,15980992271824.922,15693432719569.576,15381174426002.406,17315524857576.42,16746223630459.072
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,28345710942.72874,29957133624.817795,31900090579.07303,34289575010.868435,37444520750.73563,40692937758.45659,43688172647,44675897639,44702995409.271835,48810492502,61465995002.77594,61399014249.990555,70634250872.80412,86153958081.83524,131587080078.98604,1.47968E+11,177928369331.05692,192708150116.27628,212462321542.40866,273171200189.1511,349510591210.24414,498814510411.36847,475070488573.6747,405242033126.63226,369274294231.8989,373471488874.34393,363763056776.3359,374331340505.5485,392458465605.44275,387026945952.0549,560666457491.6492,400453801388.40234,364561464351.9414,373427180677.4317,387422713799.9324,470647685122.6306,513501426607.11816,573407469041.0721,589888835850.6285,455600793837.26166,528316634352.7314,525114548136.4295,516350189034.1861,543431874619.90533,683098771421.2087,858449973771.2014,1064256763312.9493,1297384801980.8123,1.64638E+12,1521389688352.3125,1802880871890.2627,1689762063599.197,1888886097184.6724,1958466454077.5273,2080902833468.1772,1656886439406.9023,1562107520222.8416,1654879733871.1687,1735106586568.3303,1838740662542.8518,1666563897599.3298,1782595197351.4207,1906134056805.4495
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5224102195.527706,5921659485.032837,6340580854.390724,6885920328.661864,7766655085.785888,8589340019.029835,9208524504.876839,9368954010,8823033880.329937,10070766721,11357516987.542484,12527405513,14743186119.87381,19472363466.625187,24848821490.467922,29472623242.28215,31849513771.349358,33499799321.233646,36256160288.80875,44465255686.154854,53645202422.69677,52448332874.06998,52797582336,50973526900.08541,52888800949.74272,55875863392.17184,73531550551.25504,91594751792.23587,109058990760.48294,119012054870.44518,141438345513.91696,127773856785.76712,112532519246.08398,89214114708.02531,103299943084.80391,134189814814.81485,132129174216.9301,126912152101.70705,134038718291.05501,135264083658.68793,126019543413.33398,129533107311.81091,140404460203.13776,171652458349.41074,197479443979.15106,204885494686.3813,217089269791.76364,256378067752.15823,285716311136.7194,253497520828.51495,249424310816.66666,275604356167.31604,258290060227.7336,271362405890.5887,274862826772.15576,234534382384.7656,240771351298.8328,255647979916.47137,275708001767.84314,268514916972.54935,271886077382.10214,296776746825.5775,282896251391.0518
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112328422.11308397,116987784.91373904,122906434.95781398,129454728.62359916,140032741.4683291,147084750.03148213,150603925.51585296,162625885.86348382,166952937.13500512,182182067.7035683,219878482.17356372,247749327.72126684,316656648.69895697,425950487.5198933,558587097.4,684282434.4,694540806.3806441,719501765.7830491,829267889.4293723,1019691460.1737604,1202618816.2085185,1235626770.5092409,1194059943,1123085190.0650895,1178000677.999291,1141168943.976611,1290267339.6500583,1177947965.121418,1110009522.7574298,1182660265.766352,1337017559.4972792,1383883249.5909991,1532411039.0547917,1636101246.9393997,1825732092.546741,1970301486.2056108,2128696643.6257362,2090221137.0287623,1653146716.5823474,1936459986.0379481,1678219507.8982892,1652462023.4621499,1833279985.3674128,2300492465.3227606,2708078476.6301208,2980403844.7209625,3076305452.865064,3378314599.7640224,3523185919.5582633,2870624635.6803207,3140166712.7962456,3779411899.3748307,3972028104,4189967998.514235,4857104791.0038595,4682479912.052036,4930213634.356919,5353469171,5581425324.911851,5444407214.317578,4432466237.095882,4305031630.818086,4979979546
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,62225478000.88222,67461644222.03513,75607529810,84759195105.86943,94007851047,101537248148.42711,1.10046E+11,118972977486.20697,129785441507.45592,141903068680.30905,148456359985.82706,165966615366.4021,203494148244.47336,264429876252.20987,285553737043.0985,360832186018.05084,372319038514.0669,410279486493.7146,506709302325.58075,613953129818.0698,701288419745.4215,615552202776.1003,584877732308.6138,559869179791.7196,5.30684E+11,553138414367.0615,771470783218.1077,934173305685.9108,1018847043277.1718,1025211803413.5297,1269179616913.628,1.26928E+12,1401465923172.2393,1322815612694.0012,1393982750472.5894,1601094756209.7476,1605675086549.5603,1452884917959.0916,1503108739159.4375,1493151737698.459,1365639660792.162,1377657339291.3408,1501409382971.3813,1844544792036.863,2119633181634.3738,2196945232435.7961,2320536221304.6978,2660591246211.769,2930303780828.1206,2700887366932.032,2645187882116.6665,2865157541994.1724,2683671716967.1875,2811876903329.0337,2855964488590.192,2439188643162.502,2472964344587.166,2595151045197.652,2790956878746.6562,2728870246705.8804,2647418691598.4473,2959355819170.502,2779092236505.8525
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,47943342.86220142,53395178.34856212,58218064.46472264,65092232.13,73841251.61403483,57954522.42172599,64397131.08464559,66225403.55880692,65186666.66666669,70106666.66666682,84933333.33,99219082.85379915,119335897.81520195,161236465.8236218,196771070.89533898,227404436.0136787,270470345.44935715,347798304.6352669,397833034.8845115,448568492.65856063,493014300.00521666,456244919.0109123,444047495.3200991,486605127.7026805,426008864.69216883,459307281.1953356,688914288.8782986,886508622.3343166,968576956.9302659,871935350.3849076,960805408.9498731,909253214.8260808,912670413.3258839,760957189.7576456,758739178.6121697,901404709.8306834,989536914.6590809,933763083.4,1104744235.3011117,1127684827.3568602,1067109530.6479812,1160268212.0729094,1275093689.271069,1501941580.8890295,1724770770.833928,1759739599.2269428,2017680834.8991687,2339015313.2951274,2489873249.628152,2296065170.0555205,2331796784.3600903,2505740669.270393,2427200388.9183135,2690110520.925476,2914012679.2727675,2573905971.0545893,2813278869,2980057377.8796735,3188600927.4668746,3266432734.2281957,3262045883.3729343,3655063937.9314523,3555929833.0505047
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,12548759.395231342,12827678.285452202,13310345.174838005,13429376.202885866,14393981.77,14644766.773173435,15557633.080347052,18355140.362992153,17816214.697170615,18998643.32521312,27190338.817060918,29832397.007282447,36500236.52755192,38607402.05551453,44919981.70594621,32826328.55376408,30606346.956184804,40122562.10149575,49323169.49971615,58516889.28603113,69737926.40799369,77000218.73,79123631.18580452,106500000.00000016,89863314.41,87841952.39882022,112209999.99999987,116699999.9999998,124699999.9999998,135199999.99999994,147199999.99999985,166199999.99999982,178100000.00000015,198400000.00000033,202500000.00000036,221575299.99999973,218534699.9999997,206626299.9999999,218873099.99999973,220140500.00000006,233271799.99999976,240970899.99999985,242517199.99999964,245432900.00000042,240236000,250281899.99999985,253541899.99999985,256787200.00000036,263145099.99999958,280284600.0000002,296944099.99999946,311301599.9999999,327248700,317214399.99999976,319271199.9999995,316489900.00000054,332265199.99999946,366666800.0000004,401932300.0000004,416000000.00000054,407999999.99999934,406000000.0000001,424000000.0000002
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,141468977.79984602,167637907.12278196,182796536.26602516,154480244.05522218,215679855.34209076,226474285.77906263,245849781.2732344,271543680.04889494,294468564.24527156,318124701.47877127,323802475.51242465,381687072.6223788,430508358.5142035,722780701.2958535,1544216001.6605923,2157592940.042338,3009409974.2685547,2809349069.2211833,2389479271.6661606,3030251120.0975857,4279637942.251438,3862269120.534963,3618007841.1350355,3391275731.5375113,3561451560.507836,3339914757.228715,3403638189.200495,3281797043.049958,3834503376,4186411463.8597536,5952293764.8477745,5402919784.570031,5592390827.3985405,4378645081.017693,4190819344.2225547,4958845648.047771,5694040003,5326817114.535854,4483417309.8301115,4662992036.207295,5080483628.530135,5023265413.262305,5335451099.882232,6511903365.475551,7770219008.212938,9582783990.853443,10327598306.457502,12455409587.337093,15571348344.337887,12113699068.251692,14372593020.28851,18210307743.581577,17170464016.059305,17595744798.339798,18203966895.843327,14383107762.695206,14023890265,14929487485.162277,16867326401.962572,16874405465.391008,15314577154.807625,20217946922.452805,21071739224.891777
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,73233967692.10268,77741965703.35434,81247564156.82457,86561961812.32481,94407558351.16174,101824755078.99086,1.08573E+11,113116888210.78699,107759910067.88885,116464702803.21806,130671946244.30011,148113896325.14023,169965034965.03506,192537971582.55807,206131369798.97067,241756637168.1418,232614555256.06525,263066457352.1716,335883029721.95575,438994070309.1902,564947710899.3723,540765675241.1576,515048916841.36914,489618008185.53845,461487097632.3486,489285164271.04663,601452653180.8845,745162608269.3251,9.10123E+11,926884816753.9272,1093169389204.549,1142797178130.5117,1179659529659.5283,1061388722255.5507,1.14049E+12,1344240176739.779,1419645865834.6284,1560911918795.019,1653694932096.7202,1687830448147.5493,1665534876683.3076,1649827263567.0076,1785729916067.1501,2054422857142.858,2421525082387.399,2543180000000.0024,2708441582336.714,3090510204081.6313,2929411764705.8833,2412840006231.504,2485482596184.7104,2663805834828.0693,2707089726614.6445,2784853502534.2876,3064708247921.4287,2927911140916.7295,2689106566899.6104,2680148052335.2993,2871340347581.7925,2851407164907.8125,2697806592293.8604,3141506156618.699,3089072722400.1406
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,501425982.3463419,514839204.1,529099712.86120194,630641381.3562686,669718271.2040243,768988016.9431667,904536439.6,1001398484.5489832,957027234.6853797,950506170.0840124,932456518.9504272,1060943947.3948781,850238124.4231359,1018331983.742307,1083754806.4959037,1386088884.6824338,1499133254.8085532,1718240137.9509382,2026160835.7678783,2401528532.888516,2515369943.713087,2323074579.7285495,1700690735.4007936,1616105301.0804539,1558026795.8292046,1652648769.8555303,1914614558.3282313,2249010219.9703526,2332117901.988782,2391664337.0222898,7500000000.0000105,6399999999.999991,3730000000.0000005,2701301482.7018127,2514070771.802727,2693768412.891794,3095047603.8082967,3510520231.213867,3613497316.553193,2800025882.716717,3057475335.1884594,3219462262.0074964,3395766677.673144,3991377904.1316185,5125365191.986633,6410912049.871045,7745250733.950662,10172931088.565502,12795145130.91028,10766920065.82511,12243217070.573383,15107486236.247402,16488822461.420273,17190068235.78921,17627332900,14953673796.192919,15141598622.569183,16242645072.288105,17596922469.915195,17470436258.51312,15842922532.720222,18629365612.096016,24780791063.713135
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1223943661.971829,1309859154.929578,1390140845.0704217,1549295774.6478922,1740845070.4225423,2064788732.3943713,2138028169.014078,1748837209.3023314,1666666666.6666682,1961764705.8823483,2214705882.3529406,2427184466.019423,2116541353.3834574,3018103448.275858,2894409937.888198,2810106382.9787183,2765254237.2881393,3189428571.4285684,3662478184.9912734,4020227920.2279263,4445228215.767629,4222441860.4651155,4035994397.7591066,4057275132.2751327,4412279843.444226,4504306722.689085,5735677433.826833,5074829931.972785,5197765031.645568,5251858439.873991,5889106573.460885,6603185267.796431,6416103925.832666,5968922939.371977,5446383726.770467,6464382807.678844,6932991739.377664,6891443192.249848,7482069162.420072,7718109982.260928,4982850662.208508,5314872854.440496,6166197847.850321,7632723555.662205,8881417906.714321,10744568381.445587,20885037596.69627,24827339138.490627,28679383241.072895,26048720005.523346,32197655566.53472,39336668080.55899,41271701060.95401,62824629066.04082,54783320576.88827,49406009811.98192,56164928691.035904,60405920072,67298913752.02421,68337974418.33149,70043095503.66737,79524421861,73766052451.52562
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,3320467666.5421405,3405481211.079401,3422923377.579297,3696909949.151086,4062853354.2763267,3773214110.5057154,4085181049.740865,4118627688.080346,4540567209,4990165774.655158,4862064973,5115667275,5830709186.916067,7289260264.146184,9141716960.763277,9992833409.583464,10661803978.881943,10988780085.457878,13064442310.310923,15185714553.722483,14924321075.15691,14952517376.107899,14388290693.379974,14009500043,14191490284.956831,13982756933.52761,15026083908.953243,16507823678.299446,18357766527.968918,20091017940.301968,21274042200.40165,21275189337.19485,20970936056.983986,21595784857.815037,22072237654.24184,24325153284.83279,25984089894.086075,26873844283.29452,26749253585.630795,26395090579.08928,25835268094.97545,25199577143,25304980526.257713,28985595329.101006,33812826054.884243,38519213678.48927,43649152253.55273,51389083059.09864,59049594125.25218,56151387791.05859,60621728973.78009,64694566454.25733,68823223628.69238,71407355609.41551,72481281569.34464,68024805861.50829,68508919828.162506,73442672696.69583,77789760417.07065,77756325171.73926,73984561829.49551,84896570765.66924,108212037544.13617
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,456543530.74386805,485310434.9,524723095.03675216,557420666.0422186,571246171.6187105,379885864.59241885,392708462.09417516,399476287.64417803,418160573.72865933,444855536.62274957,403026358.88456476,444665467.4856805,502248726.4048387,639953822.8163632,765667001.5,858729156.4688132,891089723.3015677,1016913844.7978195,1284526690.486878,1570395034.7802446,1878912536.4780757,1801908049.3495004,1737001008.8030891,1612973101.829062,1502411691.7135782,1471667846.5665786,1995186720.7473333,2041538039.5772681,2384295816.5275526,2432029298.1764317,2666750819.153372,3015058206.9171786,3284620423.0609508,3279096492.962635,3383092768.6981826,3693710532.9119086,3868968367.4278455,3783700461.6435924,3588375621.8256803,3461282460.797521,2995361111,2829435908.6465697,2950198723.6085796,3446441784.822521,3635458213.6596236,2937071740.6875644,4220019242.7288246,6281917649.9403305,6964179187.855782,6716904517,6853467832.494063,6785137215.557361,7638045226.044167,8376613880.849315,8778473643.318527,8794202394,8595955600,10324668271.103207,11857030367.244102,13442861496.412819,14177835841.392294,16091817842.131823,20999229260.49552
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,24072419.864988882,24780153.016323898,27335074.225722518,29788450.832262114,32489247.81127282,34672091.56,44212081.350229666,46695006.95793734,41160065.86,45168072.268915586,52296083.67373396,55728663.22268392,59160569.480441324,75187749.09613168,95796021.68882714,115179719.0776332,112190829.47045682,138093099.09773982,171833086.01962426,207112627.72609434,241083090.30362293,218767743.45910123,216050552.3015843,213448584.9369447,177340880.08620426,225726358.89091367,185646986.8249267,220626484.2248112,266672211.93416125,284120329.4010233,317083695.47779685,690311080.5150186,714254256.1221892,755040974.0873225,746493951.9009603,785999864.8,848239446.2157595,803633342.4737061,840285264.6315446,814724032.0657345,782913871.8,687410645.1,578235309.3271973,487038685.04549605,961900651.4234427,1027701067.5568807,1054112487.7408301,1279703047.0220985,1561766955.7302396,1450142508.5780802,1543294926.8730075,1409693596.9359417,1415004738.2662113,1375609453.4374614,1229461721.4086094,1378176608.9320405,1484578885.971319,1504909462.6952083,1670671327.8165088,1813609692.4999423,1812170891.1906888,2038414968.6068265,2187194563.4860497
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,12486881.77326437,12681235.52122886,13235391.469834154,13487577.806141604,14509296.619843679,14756058.422208427,15661326.828417715,19995539.464450132,20693652.674809463,21466488.23,78733594.84118529,78540057.13724698,87702828.57,89374237.28813548,98775328.95,108985740.15543403,112386489.00567707,114971207.20538415,122666858.78962493,118537875.13304414,110653830.72270396,154731969.69696975,165523634.5037181,163577538.32631376,138478900.62860912,143856253.12724814,130225018.75115106,173836362.0106773,164458120.31802887,213143016.44637775,243961995.51268733,257150374.06971085,226313443.74908623,236880821.6563877,235620043.5009269,253966922.27819797,270419779.41810685,268551010.94118613,206457553.39710116,224446663.80054823,371095522.04996955,392621389.50773454,417806651.1176717,477458577.1636656,532062894.8031237,587029096.0286964,592365659.8185369,696910784.0110072,868154627.8752317,830126428.7885998,849878489.1184249,1099818591.9547899,989271155.1351416,1046087367.4544717,1054915581.3577286,1048229633.0018915,1179004911.2667615,1350177012.2427323,1504630233.6815827,1439638410.9968278,1431758231.6852186,1638517606.8949625,1633559092.088612
