"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Bahrain","BHR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","3813478376.22712","4547340159.57447","4337766223.40425","3611169946.80851","3768351063.82979","3716489627.65957","3013031914.89362","3472340425.53191","3529787234.04255","3811169946.80851","4887765691.48936","3923935904.25532","4009042287.23404","4361702127.65957","4520478723.40425","4796010638.29787","5364361436.17021","5020744946.80851","3994946808.51064","5221808510.6383","7176063829.78723","6607446808.51064","6956117021.2766","7980851063.82979","10336702127.6596","13396808510.6383","15662234042.5532","17314361702.1277","21231382978.7234","15704787234.0426","17880319148.9362","28609308510.6383","31409042553.1915","34102925531.9149","32069148936.1702","25805319148.9362","23918617021.2766","26881914893.617","29959042553.1915","29564361702.1277","25249202127.6596","35234574468.0851","",
"Bahamas, The","BHS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","589300000","688100000","785000000","939800000","961200000","1038300000","1153500000","1297900000","1503600000","1577900000","1664300000","","1648320000","1714730000","1585170000","1562180000","1606810000","1662790000","1699040000","1733680000","2335400000","2368200000","2801300000","3072900000","2834100000","3212800000","3176400000","3460500000","3812500000","3895000000","4257100000","4157100000","3412900000","3528800000","3769900000","4087400000","4202800000","4214500000","4244100000","3903000000","3968300000","4546300000","4640600000","2403900000","3318200000","4840300000",
"Bosnia and Herzegovina","BIH","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194000000","381000000","658000000","1022025932.26516","1124011006.6217","1295466214.90962","1218441300.88654","1280121565.11077","1286840345.11132","1749751115.45058","2288902820.48075","2728982617.39837","3378094597.29891","4276282415.0824","5131416810.71543","4405139247.28548","5100600105.63809","5972861400.33278","5572942366.69053","6134185102.89189","6307950241.79724","5760366704.24363","6146467330.90555","7390002149.41859","8600140616.84324","8201251111.85139","6913561098.91262","9968915207.12915","11807523801.6356",
"Belarus","BLR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5500000000","11100000000","10656302521.0084","6938434982.73878","6839769230.76923","8458551617.87365","8988380663.34273","7186245487.36462","8815230365.90808","8246546762.58993","9286372925.64715","11614414484.6851","15709960838.0473","18064972931.8142","22199798560.0776","27592401028.8526","37020969855.8322","24865004206.8706","29401680706.1249","48462076576.5494","51745313006.0334","44057927601.759","43300632818.5366","32749612425.9779","29831676604.3599","36550983211.0465","42294690637.257","41927389217.7152","37444226965.7625","49351334849.8725","46375427919.361",
"Belize","BLZ","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","88973677.085","84972542.79","70947948.345","76516537.315","108649358.11","83652580.96","104359482.16","137936011.205","161076592.03","172914999.69","223247673.468915","214613302.724703","285311988.755671","289467072.819134","320424074.083968","329246928.731407","355026768.639086","382290384.98904","401042663.684506","440616502.431141","487924613.925004","490927816.259153","542614750.627155","583088138.530175","592076974.76374","674186097.550865","823898202.779175","862991352.295375","935978407.05761","767105993.000205","885429215.68255","1038907869.65708","1137338141.73","1140192655.15193","1186559070.56957","1130908308.86949","1059495918.07149","1128699565.48193","1182621336.2942","1238668189.09658","770543107.073235","1155566834.38017","1482477093.66212",
"Bermuda","BMU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3370007000","3316640000","3221785000","3337183000","3281476000","3325330000","3403730000","3466748000","3719872000","3841155000","3246335000","3566600000","3950300000",
"Bolivia","BOL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","60500000","66583333.3333333","67250000","81166666.6666667","109333333.333333","128416666.666667","140833333.333333","168333333.333333","168000000","187916666.666667","247666666.666667","232000000","271538461.538462","350200000","741600000","624050000","756500000","864550000","849600000","1090400000","1091564913.00338","1344424359.5596","1627715489.44742","1533072753.8376","1459340577.85865","1024367625.91346","844299427.589661","853524498.116938","862854335.455383","1061009895.50356","1108688418.86801","1147697877.0086","1131356484.28144","1094224543.8131","1295730953.91706","1514364434.86735","1670369478.49412","1673170826.40403","1673894695.46379","1398593388.4889","1534686673.10742","1626035910.54648","1710308633.19386","2069153669.06088","2731911668.34677","3394535859.01026","4783631930.98222","5483635308.79498","7487843216.67967","6194300356.12536","8093221339.98948","10565767132.6439","12774727337.1925","13518462720.6946","14285068712.0116","10186598885.6729","8311504862.51809","9341206396.52677","10470274254.7033","10210442518.0897","7425817973.9508","11243140347.7867","14351785313.0724",
"Brazil","BRA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38004000000","37867287272.8","35347297297.2973","42450578915.2955","46036072505.6742","51963253558.5797","57922124038.4584","57235482141.0805","61680024619.8487","60723187855.068","57355149556.2405","66777380518.3383","69279555096.2874","72546876638.2809","84744257516.308","110739032053.055","135919140236.363","159213742531.583","186202879575.236","229517035697.556","180891970353.521","240003137741.747","303016626266.044","292808395402.313","290364173278.561","270458130935.098","232488824444.589","223863343103.297","258330777006.501","280543266303.121","264562979421.068","242872070921.301","322693894020.856","384893507127.268",
"Barbados","BRB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","202627097.668432","202690388.262302","245539166.832769","321101774.971412","438572067.816835","603440560.831303","565753492.765873","631531845.075324","740714960.473326","823546959.67782","811763536.021479","715905135.981703","659623129.319346","748670014.418535","852533187.490678","867846666.335206","819569432.705216","808900000","872470541.440859","973599164.719336","1038930045.24437","1134340973.49973","1161686471.43638","1194252473.52459","1230497688.06245","1322800000","1251500000","1211100000","1378750000","1435900000","1711700000","1938700000","2043900000","2090350000","1904950000","1763300000","1766750000","1811200000","1914200000","1879250000","1892300000","1765700000","1781050000","2105500000","2242250000","1395750000","1494850000","2002300000",
"Brunei Darussalam","BRN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","966815177.028537","1052165478.85126","1332744060.52674","1639747478.88825","1844746649.66304","2665369238.25439","4601608064.2329","4066849308.84388","3809768577.46989","3393672653.2737","","","","","","1845396865.44037","2175960382.51441","2468235362.21817","2421166297.41425","2248434358.15647","2087801582.25113","2827057059.70544","3065868297.44667","2972105446.77217","2044691629.1926","2567616759.59921","4042123467.84705","3894125375.4068","3922175732.21757","4543571369.94219","5416000504.07401","6688049425.70793","8227156211.11778","8310386423.74571","11269949130.9069","7811523550.96252","9239730724.18297","12876089204.8973","13364629507.6615","12311715631.6588","11656782737.7194","6750982427.2262","5651998520.28491","6012333920.6353","7045735066.37537","7804888584.60408","6886059825.91906","11228855780.6292","14411072057.5856",
"Bhutan","BTN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","18503245.2853225","22606627.019412","20411137.5705807","19970495.7907288","21882348.4061679","25823143.0015159","35502016.4012956","59610384.6005478","79702765.2993088","77419494.006348","80463907.2185563","80401687.8932874","80226226.6078861","74253380.0548658","79954759.620322","114470385.351106","112281787.465097","131386622.516068","124774096.741431","130394708.885486","129007900.363149","125226515.41183","128201349.594106","158786312.70393","218041618.292971","313215510.893147","488540412.997477","657473925.374813","613943860.436123","565372359.169096","673077167.005804","750024635.493791","706230429.25894","727603549.24315","714242546.647184","689951582.761077","639422100.764677","737148240.393287","754068459.109354","860577769.710033","689742222.110421","808222301.338118","",
"Botswana","BWA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","7990792.36416704","8954881.38979759","9954224.58693473","11044517.794955","11990090.0511531","14518367.1304168","15063118.6513488","14434139.8786695","15272009.1269432","17616985.8381716","23729296.189075","42248934.6531096","61462576.4076871","94797108.2559925","125243385.721665","154832672.53363","187450046.862512","229880279.348188","307369254.86351","443738520.037251","562900061.114864","533739354.493282","553774494.712337","727761034.01688","754559745.157979","739001569.984132","951576888.200159","1476466415.43687","1864990911.01987","1826381244.39795","2086950258.69863","2090888359.81375","1997748521.72677","1959245999.40159","2036880108.9157","2404870920.53371","2609472302.63429","3056374790.69444","2361188675.49481","3027163553.28643","3000196009.25164","2671112100.25337","2836771499.44246","3667669548.87978","4444139018.51733","5249438114.40968","5136222269.86604","5968390548.64143","5037792114.61554","3625814470.20898","5325894408.36078","6684404436.05826","6691579858.7139","8759959354.23986","9480529368.99091","7183595978.7509","8236832247.97437","6912339959.22682","7532912345.37339","6203274507.53634","4681117661.46495","7858679673.6129","8848562686.94397",
"Central African Republic","CAF","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","26101663.4259752","32618432.1655383","30610519.6477239","32650882.1445961","40403677.005895","40806173.5372314","44773974.2010814","43089266.5945851","65799815.5423568","51399886.5074055","60397784.8485851","60030793.1039366","57429305.1610568","77607287.9229855","78051063.3886003","80012173.7888853","100096593.229893","127861442.610841","142999455.010829","157199524.08792","201027871.816561","169417093.942378","165958867.191733","159064467.503475","149211730.986615","190340640.209863","204099898.914805","214306703.887828","224453247.444129","250535801.891474","245892979.741471","242234407.665641","238129778.715737","218665899.352471","199169785.120117","247850125.445452","216376647.844288","252105056.490783","219168761.717854","192136061.26759","186767826.180021","160016888.52944","158999418.934245","208312702.529568","178103975.62981","178779525.589052","209279918.840122","239933929.811439","219347920.194474","203464465.630003","249093430.271024","320053983.563233","289922950.677384","253274134.908027","315975056.005751","289437777.667248","270501993.134169","357682916.800674","354024742.201165","349974468.904547","353021263.260214","332868820.909289","293074002.740158",
"Canada","CAN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","7215712236.96798","7439414166.10697","8094515611.35049","9398224064.40888","9996446867.04438","11675300776.8421","13131449205.2398","15002668947.8911","16551276495.1988","19265001435.5441","20913052089.5227","24070108091.7264","29896010398.9601","38617586912.0654","38302202123.4762","44942190669.3712","48202162670.4278","53813447882.8789","64212907631.8935","75584160109.4766","81065977145.7169","79268055442.9764","85210159039.273","99654852907.1114","100872940314.903","102284994602.375","112629713423.831","132708214837.085","142065878378.378","149461775797.052","149170812603.648","155724331926.864","168751259592.28","190114967779.731","218740163217.721","233945727906.124","249765997399.971","253784967981.126","283991384532.544","329258635782.102","310667613636.364","304705919836.87","330149882235.386","383240584166.026","432369202838.752","467052186177.715","502770691741.923","534150890346.767","391985828011.548","471736717163.276","550163771962.44","554964544782.69","560108797442.998","573083180253.852","495747450357.728","481357649980.237","518766780219.71","557719627178.031","564142104614.779","489021133524.258","618739366427.49","722510506855.378",
"Central Europe and the Baltics","CEB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128505132080.309","136198204238.474","143513609970.191","158142766746.275","153069240333.266","165344935054.061","183133575024.741","206562584535.58","264203111682.867","345705050101.907","412745864766.626","501749658491.832","639917315637","761121998146.392","601157943959.306","687104607301.525","822577959435.146","797607074354.184","854574082197.99","896968102798.033","793921185665.716","823462104358.054","930697772835.052","1043616964108.89","1041849650662.53","986402119680.019","1214521380320.7","1344256765010.1",
